method: org.apache.fop.layoutmgr.BlockStackingLayoutManager.negotiateBPDAdjustment:1716649292
1067950 -> 1067969
1067951 -> 1067970
1067952 -> 1067971
1067953 -> 1067972
1067954 -> 1067973
1067955 -> 1067974
1067956 -> 1067975
1067957 -> 1067976
1067958 -> 1067977
1067959 -> 1067978
1067960 -> 1067979
1067961 -> 1067980
1067962 -> 1067981
1067963 -> 1067982
1067964 -> 1067983
1067965 -> 1067984
1067966 -> 1067985
1067967 -> 1067986
1067968 -> 1067987
1067969 -> 1067988
1067970 -> 1067989
1067971 -> 1067990
1067972 -> 1067991
1067973 -> 1067992
1067974 -> 1067993
1067975 -> 1067994
1067976 -> 1067995
1067977 -> 1067996
1067978 -> 1067997
1067979 -> 1067998
1067980 -> 1067999
1067981 -> 1068000
1067982 -> 1068001
1067983 -> 1068002
1067984 -> 1068003
1067985 -> 1068004
1067986 -> 1068005
1067987 -> 1068006
1067988 -> 1068007
1067989 -> 1068008
1067990 -> 1068009
1067991 -> 1068010
1067992 -> 1068011
1067993 -> 1068012
1067994 -> 1068013
1067995 -> 1068014
1067996 -> 1068015
1067997 -> 1068016
1067998 -> 1068017
1067999 -> 1068018
1068000 -> 1068019
1068001 -> 1068020
1068002 -> 1068021
1068003 -> 1068022
1068004 -> 1068023
1068005 -> 1068024
1068006 -> 1068025
1068007 -> 1068026
1068008 -> 1068027
1068009 -> 1068028
1068010 -> 1068029
1068011 -> 1068030
1067898 -> 1068031
1067899 -> 1068032
1067900 -> 1068033
1067901 -> 1068034
1067902 -> 1068035
1067903 -> 1068036
1067904 -> 1068037
1067905 -> 1068038
1067906 -> 1068039
1067907 -> 1068040
1067908 -> 1068041
1067909 -> 1068042
1067910 -> 1068043
1067911 -> 1068044
1067912 -> 1068045
1067913 -> 1068046
1067914 -> 1068047
1067915 -> 1068048
1067916 -> 1068049
1068031 -> 1068050
1068032 -> 1068051
1068033 -> 1068052
1068034 -> 1068053
1068035 -> 1068054
1068036 -> 1068055
1068037 -> 1068056
1068038 -> 1068057
1068039 -> 1068058
1068040 -> 1068059
1068041 -> 1068060
1068042 -> 1068061
1068043 -> 1068062
1068044 -> 1068063
1068045 -> 1068064
1068046 -> 1068065
1068047 -> 1068066
1068048 -> 1068067
1068049 -> 1068068
1068050 -> 1068069
1068051 -> 1068070
1068052 -> 1068071
1068053 -> 1068072
1068054 -> 1068073
1068055 -> 1068074
1068056 -> 1068075
1068057 -> 1068076
1068058 -> 1068077
1068059 -> 1068078
1068060 -> 1068079
1068061 -> 1068080
1068062 -> 1068081
1068063 -> 1068082
1068064 -> 1068083
1068065 -> 1068084
1068066 -> 1068085
1068067 -> 1068086
1068068 -> 1068087
1068069 -> 1068088
1068070 -> 1068089
1068071 -> 1068090
1068072 -> 1068091
1068073 -> 1068092
1068074 -> 1068093
1068075 -> 1068094
1068076 -> 1068095
1068077 -> 1068096
1068078 -> 1068097
1068079 -> 1068098
1068080 -> 1068099
1068081 -> 1068100
1068082 -> 1068101
1068083 -> 1068102
1068084 -> 1068103
1068085 -> 1068104
1068086 -> 1068105
1068087 -> 1068106
1068088 -> 1068107
1068089 -> 1068108
1068090 -> 1068109
1068091 -> 1068110
1068092 -> 1068111
1068093 -> 1068112
1068094 -> 1068113
1068095 -> 1068114
1068096 -> 1068115
1068097 -> 1068116
1068098 -> 1068117
1068099 -> 1068118
1068100 -> 1068119
1068101 -> 1068120
1068102 -> 1068121
1068103 -> 1068122
1068104 -> 1068123
1068105 -> 1068124
1068106 -> 1068125
1068107 -> 1068012
1068108 -> 1068013
1068109 -> 1068014
1068110 -> 1068015
1068111 -> 1068016
1068112 -> 1068017
1068113 -> 1068018
1068114 -> 1068019
1068115 -> 1068020
1068116 -> 1068021
1068117 -> 1068022
1068118 -> 1068023
1068119 -> 1068024
1068120 -> 1068025
1068121 -> 1068026
1068122 -> 1068027
1068123 -> 1068028
1068124 -> 1068029
1068125 -> 1068030
1068012 -> 1068126
1068013 -> 1068127
1068014 -> 1068128
1068015 -> 1068129
1068016 -> 1068130
1068017 -> 1068131
1068018 -> 1068132
1068019 -> 1068133
1068020 -> 1068134
1068021 -> 1068135
1068022 -> 1068136
1068023 -> 1068137
1068024 -> 1068138
1068025 -> 1068139
1068026 -> 1068140
1068027 -> 1068141
1068028 -> 1068142
1068029 -> 1068143
1068030 -> 1068144
1068126 -> 1067251
1068127 -> 1067252
1068128 -> 1067253
1068129 -> 1067254
1068130 -> 1067255
1068131 -> 1067256
1068132 -> 1067257
1068133 -> 1067258
1068134 -> 1067259
1068135 -> 1067260
1068136 -> 1067261
1068137 -> 1067262
1068138 -> 1067263
1068139 -> 1067264
1068140 -> 1067265
1068141 -> 1067266
1068142 -> 1067267
1068143 -> 1067268
1068144 -> 1067269
1068126 -> 1067270
1067385 -> 1068145
1067386 -> 1068146
1067387 -> 1068147
1067388 -> 1068148
1067389 -> 1068149
1067390 -> 1068150
1067391 -> 1068151
1067392 -> 1068152
1067393 -> 1068153
1067394 -> 1068154
1067395 -> 1068155
1067396 -> 1068156
1067397 -> 1068157
1067398 -> 1068158
1067399 -> 1068159
1067400 -> 1068160
1067401 -> 1068161
1067402 -> 1068162
1067403 -> 1068163
1068145 -> 1068164
1068146 -> 1068165
1068147 -> 1068166
1068148 -> 1068167
1068149 -> 1068168
1068150 -> 1068169
1068151 -> 1068170
1068152 -> 1068171
1068153 -> 1068172
1068154 -> 1068173
1068155 -> 1068174
1068156 -> 1068175
1068157 -> 1068176
1068158 -> 1068177
1068159 -> 1068178
1068160 -> 1068179
1068161 -> 1068180
1068162 -> 1068181
1068163 -> 1068182
1068164 -> 1068183
1068165 -> 1068184
1068166 -> 1068185
1068167 -> 1068186
1068168 -> 1068187
1068169 -> 1068188
1068170 -> 1068189
1068171 -> 1068190
1068172 -> 1068191
1068173 -> 1068192
1068174 -> 1068193
1068175 -> 1068194
1068176 -> 1068195
1068177 -> 1068196
1068178 -> 1068197
1068179 -> 1068198
1068180 -> 1068199
1068181 -> 1068200
1068182 -> 1068201
1068183 -> 1068202
1068184 -> 1068203
1068185 -> 1068204
1068186 -> 1068205
1068187 -> 1068206
1068188 -> 1068207
1068189 -> 1068208
1068190 -> 1068209
1068191 -> 1068210
1068192 -> 1068211
1068193 -> 1068212
1068194 -> 1068213
1068195 -> 1068214
1068197 -> 1068215
1068198 -> 1068216
1068199 -> 1068217
1068200 -> 1068218
1068201 -> 1068219
1068202 -> 1068220
1068203 -> 1068221
1068204 -> 1068222
1068205 -> 1068223
1068206 -> 1068224
1068207 -> 1068225
1068208 -> 1068226
1068209 -> 1068227
1068210 -> 1068228
1068211 -> 1068229
1068212 -> 1068230
1068213 -> 1068231
1068214 -> 1068232
1068233 -> 1068234
1068215 -> 1068235
1068216 -> 1068236
1068217 -> 1068237
1068218 -> 1068238
1068219 -> 1068239
1068220 -> 1068240
1068221 -> 1068241
1068222 -> 1068242
1068223 -> 1068243
1068224 -> 1068244
1068225 -> 1068245
1068226 -> 1068246
1068228 -> 1068247
1068229 -> 1068248
1068230 -> 1068249
1068231 -> 1068250
1068232 -> 1068251
1068234 -> 1068252
1068234 -> 1068253
1068235 -> 1068254
1068236 -> 1068255
1068237 -> 1068256
1068238 -> 1068257
1068239 -> 1068258
1068240 -> 1068259
1068241 -> 1068260
1068242 -> 1068261
1068243 -> 1068262
1068244 -> 1068263
1068245 -> 1068264
1068246 -> 1068265
1068252 -> 1068266
1068247 -> 1068267
1068248 -> 1068268
1068249 -> 1068269
1068250 -> 1068270
1068251 -> 1068271
1068253 -> 1068272
1068254 -> 1068273
1068255 -> 1068274
1068256 -> 1068275
1068257 -> 1068276
1068258 -> 1068277
1068259 -> 1068278
1068260 -> 1068279
1068261 -> 1068280
1068262 -> 1068281
1068263 -> 1068282
1068264 -> 1068283
1068265 -> 1068284
1068266 -> 1068285
1068267 -> 1068286
1068268 -> 1068287
1068269 -> 1068288
1068270 -> 1068289
1068271 -> 1068290
1068272 -> 1068291
1068273 -> 1068292
1068274 -> 1068293
1068275 -> 1068294
1068276 -> 1068295
1068277 -> 1068296
1068278 -> 1068297
1068279 -> 1068298
1068280 -> 1068299
1068281 -> 1068300
1068282 -> 1068301
1068283 -> 1068302
1068284 -> 1068303
1068285 -> 1068304
1068286 -> 1068305
1068287 -> 1068306
1068288 -> 1068307
1068289 -> 1068308
1068290 -> 1068309
1068291 -> 1068310
1068292 -> 1068311
1068293 -> 1068312
1068294 -> 1068313
1068295 -> 1068314
1068296 -> 1068315
1068278 -> 1068316
1068279 -> 1068317
1068280 -> 1068318
1068281 -> 1068319
1068282 -> 1068320
1068283 -> 1068321
1068284 -> 1068322
1068285 -> 1068323
1068286 -> 1068324
1068287 -> 1068325
1068288 -> 1068326
1068289 -> 1068327
1068290 -> 1068328
1068291 -> 1068329
1068292 -> 1068330
1068293 -> 1068331
1068294 -> 1068332
1068295 -> 1068333
1068296 -> 1068334
1068316 -> 1068335
1068317 -> 1068336
1068318 -> 1068337
1068319 -> 1068338
1068320 -> 1068339
1068321 -> 1068340
1068322 -> 1068341
1068323 -> 1068342
1068324 -> 1068343
1068325 -> 1068344
1068326 -> 1068345
1068327 -> 1068346
1068328 -> 1068347
1068329 -> 1068348
1068330 -> 1068349
1068331 -> 1068350
1068333 -> 1068351
1068334 -> 1068352
1068335 -> 1068353
1068336 -> 1068354
1068337 -> 1068355
1068338 -> 1068356
1068339 -> 1068357
1068340 -> 1068358
1068341 -> 1068359
1068342 -> 1068360
1068343 -> 1068361
1068344 -> 1068362
1068345 -> 1068363
1068346 -> 1068364
1068347 -> 1068365
1068348 -> 1068366
1068349 -> 1068367
1068350 -> 1068368
1068369 -> 1068370
1068351 -> 1068371
1068352 -> 1068372
1068353 -> 1068373
1068354 -> 1068374
1068355 -> 1068375
1068356 -> 1068376
1068357 -> 1068377
1068358 -> 1068378
1068359 -> 1068379
1068360 -> 1068380
1068361 -> 1068381
1068362 -> 1068382
1068363 -> 1068383
1068364 -> 1068384
1068365 -> 1068385
1068366 -> 1068386
1068367 -> 1068387
1068368 -> 1068388
1068370 -> 1068389
1068370 -> 1068390
1068372 -> 1068391
1068373 -> 1068392
1068374 -> 1068393
1068375 -> 1068394
1068376 -> 1068395
1068377 -> 1068396
1068378 -> 1068397
1068379 -> 1068398
1068380 -> 1068399
1068381 -> 1068400
1068382 -> 1068401
1068383 -> 1068402
1068384 -> 1068403
1068385 -> 1068404
1068386 -> 1068405
1068387 -> 1068406
1068388 -> 1068407
1068390 -> 1068408
1068389 -> 1068409
1068391 -> 1068410
1068392 -> 1068411
1068393 -> 1068412
1068394 -> 1068413
1068395 -> 1068414
1068396 -> 1068415
1068397 -> 1068416
1068398 -> 1068417
1068399 -> 1068418
1068400 -> 1068419
1068401 -> 1068420
1068402 -> 1068421
1068403 -> 1068422
1068404 -> 1068423
1068405 -> 1068424
1068406 -> 1068425
1068407 -> 1068426
1068408 -> 1068427
1068409 -> 1068428
1068410 -> 1068429
1068411 -> 1068430
1068412 -> 1068431
1068413 -> 1068432
1068414 -> 1068433
1068415 -> 1068434
1068416 -> 1068435
1068417 -> 1068436
1068418 -> 1068437
1068419 -> 1068438
1068420 -> 1068439
1068421 -> 1068440
1068422 -> 1068441
1068423 -> 1068442
1068424 -> 1068443
1068425 -> 1068444
1068426 -> 1068445
1068427 -> 1068446
1068428 -> 1068447
1068429 -> 1068448
1068430 -> 1068449
1068431 -> 1068450
1068432 -> 1068451
1068433 -> 1068452
1068434 -> 1068453
1068435 -> 1068454
1068436 -> 1068455
1068437 -> 1068456
1068438 -> 1068457
1068439 -> 1068458
1068440 -> 1068459
1068441 -> 1068460
1068442 -> 1068461
1068443 -> 1068462
1068444 -> 1068463
1068445 -> 1068464
1068446 -> 1068465
1068447 -> 1068466
1068448 -> 1068467
1068449 -> 1067251
1068450 -> 1067252
1068451 -> 1067253
1068452 -> 1067254
1068453 -> 1067255
1068454 -> 1067256
1068455 -> 1067257
1068456 -> 1067258
1068457 -> 1067259
1068458 -> 1067260
1068459 -> 1067261
1068460 -> 1067262
1068461 -> 1067263
1068462 -> 1067264
1068463 -> 1067265
1068464 -> 1067266
1068465 -> 1067267
1068466 -> 1067268
1068467 -> 1067269
1068449 -> 1067270
1068297 -> 1067251
1068298 -> 1067252
1068299 -> 1067253
1068300 -> 1067254
1068301 -> 1067255
1068302 -> 1067256
1068303 -> 1067257
1068304 -> 1067258
1068305 -> 1067259
1068306 -> 1067260
1068307 -> 1067261
1068308 -> 1067262
1068309 -> 1067263
1068310 -> 1067264
1068311 -> 1067265
1068312 -> 1067266
1068313 -> 1067267
1068314 -> 1067268
1068315 -> 1067269
1068297 -> 1067270
1067290 -> 1068468
1067291 -> 1068469
1067292 -> 1068470
1067293 -> 1068471
1067294 -> 1068472
1067295 -> 1068473
1067296 -> 1068474
1067297 -> 1068475
1067298 -> 1068476
1067299 -> 1068477
1067300 -> 1068478
1067301 -> 1068479
1067302 -> 1068480
1067303 -> 1068481
1067304 -> 1068482
1067305 -> 1068483
1067307 -> 1068484
1067308 -> 1068485
1068468 -> 1068486
1068469 -> 1068487
1068470 -> 1068488
1068471 -> 1068489
1068472 -> 1068490
1068473 -> 1068491
1068474 -> 1068492
1068475 -> 1068493
1068476 -> 1068494
1068477 -> 1068495
1068478 -> 1068496
1068479 -> 1068497
1068480 -> 1068498
1068481 -> 1068499
1068482 -> 1068500
1068483 -> 1068501
1068502 -> 1068503
1068484 -> 1068504
1068485 -> 1068505
1068486 -> 1068506
1068487 -> 1068507
1068488 -> 1068508
1068489 -> 1068509
1068490 -> 1068510
1068491 -> 1068511
1068492 -> 1068512
1068493 -> 1068513
1068494 -> 1068514
1068495 -> 1068515
1068496 -> 1068516
1068497 -> 1068517
1068498 -> 1068518
1068499 -> 1068519
1068500 -> 1068520
1068501 -> 1068521
1068503 -> 1068522
1068504 -> 1068523
1068505 -> 1068524
1068486 -> 1068525
1068487 -> 1068526
1068488 -> 1068527
1068489 -> 1068528
1068490 -> 1068529
1068491 -> 1068530
1068492 -> 1068531
1068493 -> 1068532
1068494 -> 1068533
1068495 -> 1068534
1068496 -> 1068535
1068497 -> 1068536
1068498 -> 1068537
1068499 -> 1068538
1068500 -> 1068539
1068501 -> 1068540
1068503 -> 1068541
1068504 -> 1068542
1068505 -> 1068543
1068525 -> 1068544
1068526 -> 1068545
1068527 -> 1068546
1068528 -> 1068547
1068529 -> 1068548
1068530 -> 1068549
1068531 -> 1068550
1068532 -> 1068551
1068533 -> 1068552
1068535 -> 1068553
1068536 -> 1068554
1068537 -> 1068555
1068538 -> 1068556
1068539 -> 1068557
1068540 -> 1068558
1068541 -> 1068559
1068542 -> 1068560
1068543 -> 1068561
1068544 -> 1068562
1068545 -> 1068563
1068546 -> 1068564
1068547 -> 1068565
1068548 -> 1068566
1068549 -> 1068567
1068550 -> 1068568
1068551 -> 1068569
1068552 -> 1068570
1068571 -> 1068572
1068553 -> 1068573
1068554 -> 1068574
1068555 -> 1068575
1068556 -> 1068576
1068557 -> 1068577
1068558 -> 1068578
1068559 -> 1068579
1068560 -> 1068580
1068561 -> 1068581
1068562 -> 1068582
1068563 -> 1068583
1068564 -> 1068584
1068565 -> 1068585
1068566 -> 1068586
1068567 -> 1068587
1068568 -> 1068588
1068569 -> 1068589
1068572 -> 1068590
1068572 -> 1068591
1068573 -> 1068592
1068574 -> 1068593
1068575 -> 1068594
1068576 -> 1068595
1068577 -> 1068596
1068578 -> 1068597
1068579 -> 1068598
1068580 -> 1068599
1068581 -> 1068600
1068582 -> 1068601
1068583 -> 1068602
1068584 -> 1068603
1068585 -> 1068604
1068586 -> 1068605
1068587 -> 1068606
1068588 -> 1068607
1068589 -> 1068608
1068590 -> 1068609
1068591 -> 1068610
1068592 -> 1068611
1068593 -> 1068612
1068594 -> 1068613
1068595 -> 1068614
1068596 -> 1068615
1068597 -> 1068616
1068598 -> 1068617
1068599 -> 1068618
1068600 -> 1068619
1068601 -> 1068620
1068602 -> 1068621
1068603 -> 1068622
1068604 -> 1068623
1068605 -> 1068624
1068606 -> 1068625
1068607 -> 1068626
1068608 -> 1068627
1068609 -> 1068628
1068610 -> 1068629
1068611 -> 1068630
1068612 -> 1068631
1068613 -> 1068632
1068614 -> 1068633
1068615 -> 1068634
1068616 -> 1068635
1068618 -> 1068636
1068619 -> 1068637
1068620 -> 1068638
1068621 -> 1068639
1068622 -> 1068640
1068623 -> 1068641
1068624 -> 1068642
1068625 -> 1068643
1068626 -> 1068644
1068627 -> 1068645
1068628 -> 1068646
1068629 -> 1068647
1068630 -> 1068648
1068631 -> 1068649
1068632 -> 1068650
1068633 -> 1068651
1068634 -> 1068652
1068635 -> 1068653
1068654 -> 1068655
1068636 -> 1068656
1068637 -> 1068657
1068638 -> 1068658
1068639 -> 1068659
1068640 -> 1068660
1068641 -> 1068661
1068642 -> 1068662
1068643 -> 1068663
1068644 -> 1068664
1068645 -> 1068665
1068646 -> 1068666
1068647 -> 1068667
1068648 -> 1068668
1068649 -> 1068669
1068650 -> 1068670
1068651 -> 1068671
1068652 -> 1068672
1068653 -> 1068673
1068655 -> 1068674
1068655 -> 1068675
1068657 -> 1068676
1068658 -> 1068677
1068659 -> 1068678
1068660 -> 1068679
1068661 -> 1068680
1068662 -> 1068681
1068663 -> 1068682
1068664 -> 1068683
1068665 -> 1068684
1068666 -> 1068685
1068667 -> 1068686
1068668 -> 1068687
1068669 -> 1068688
1068670 -> 1068689
1068671 -> 1068690
1068672 -> 1068691
1068673 -> 1068692
1068675 -> 1068693
1068674 -> 1068694
1068676 -> 1068695
1068677 -> 1068696
1068678 -> 1068697
1068679 -> 1068698
1068680 -> 1068699
1068681 -> 1068700
1068682 -> 1068701
1068683 -> 1068702
1068684 -> 1068703
1068685 -> 1068704
1068686 -> 1068705
1068687 -> 1068706
1068688 -> 1068707
1068689 -> 1068708
1068690 -> 1068709
1068691 -> 1068710
1068692 -> 1068711
1068693 -> 1068712
1068694 -> 1068713
1068695 -> 1068714
1068696 -> 1068715
1068697 -> 1068716
1068698 -> 1068717
1068699 -> 1068718
1068700 -> 1068719
1068701 -> 1068720
1068702 -> 1068721
1068703 -> 1068722
1068704 -> 1068723
1068705 -> 1068724
1068706 -> 1068725
1068707 -> 1068726
1068708 -> 1068727
1068709 -> 1068728
1068710 -> 1068729
1068711 -> 1068730
1068712 -> 1068731
1068713 -> 1068732
1068714 -> 1068733
1068715 -> 1067251
1068716 -> 1067252
1068717 -> 1067253
1068718 -> 1067254
1068719 -> 1067255
1068720 -> 1067256
1068721 -> 1067257
1068722 -> 1067258
1068723 -> 1067259
1068724 -> 1067260
1068725 -> 1067261
1068726 -> 1067262
1068727 -> 1067263
1068728 -> 1067264
1068729 -> 1067265
1068730 -> 1067266
1068731 -> 1067267
1068732 -> 1067268
1068733 -> 1067269
1068715 -> 1067270
1068506 -> 1068734
1068507 -> 1068735
1068508 -> 1068736
1068509 -> 1068737
1068510 -> 1068738
1068511 -> 1068739
1068512 -> 1068740
1068513 -> 1068741
1068514 -> 1068742
1068515 -> 1068743
1068516 -> 1068744
1068517 -> 1068745
1068518 -> 1068746
1068519 -> 1068747
1068520 -> 1068748
1068521 -> 1068749
1068522 -> 1068750
1068523 -> 1068751
1068524 -> 1068752
1068734 -> 1068753
1068735 -> 1068754
1068736 -> 1068755
1068737 -> 1068756
1068738 -> 1068757
1068739 -> 1068758
1068740 -> 1068759
1068741 -> 1068760
1068742 -> 1068761
1068743 -> 1068762
1068744 -> 1068763
1068745 -> 1068764
1068746 -> 1068765
1068747 -> 1068766
1068748 -> 1068767
1068749 -> 1068768
1068750 -> 1068769
1068751 -> 1068770
1068752 -> 1068771
1068753 -> 1067251
1068754 -> 1067252
1068755 -> 1067253
1068756 -> 1067254
1068757 -> 1067255
1068758 -> 1067256
1068759 -> 1067257
1068760 -> 1067258
1068761 -> 1067259
1068762 -> 1067260
1068763 -> 1067261
1068764 -> 1067262
1068765 -> 1067263
1068766 -> 1067264
1068767 -> 1067265
1068768 -> 1067266
1068769 -> 1067267
1068770 -> 1067268
1068771 -> 1067269
1068753 -> 1067270
